ilkid,year,firstname,lastname,team,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,pf,fga,fgm,fta,ftm,tpa,tpm,allstar
CAFFEJA01 ,1998,Jason,Caffey,GSW,gp-r,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
CAMBYMA01 ,1998,Marcus,Camby,NYK,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
CAMPBEL01 ,1998,Elden,Campbell,CHA,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-r,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
CAMPBEL01 ,1998,Elden,Campbell,TOT,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
CAMPBEL01 ,1998,Elden,Campbell,LAL,gp-mr,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CARRAN01  ,1998,Antoine,Carr,HOU,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CARRCH01  ,1998,Chris,Carr,MIN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CARRCH01  ,1998,Chris,Carr,NJN,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
CARRCH01  ,1998,Chris,Carr,TOT,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
CARRCO01  ,1998,Cory,Carr,CHI,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-mr,NO
CARTEVI01 ,1998,Vince,Carter,TOR,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
CASSESA01 ,1998,Sam,Cassell,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CASSESA01 ,1998,Sam,Cassell,NJN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CASSESA01 ,1998,Sam,Cassell,MIL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CATOKE01  ,1998,Kelvin,Cato,POR,gp-r,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-r,blk-b,pf-r,fga-mr,fgm-mr,fta-r,ftm-mr,tpa-mr,tpm-mr,NO
CAUSWDU01 ,1998,Duane,Causwell,MIA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CEBALCE01 ,1998,Cedric,Ceballos,DAL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
CHAPMRE01 ,1998,Rex,Chapman,PHO,gp-r,minutes-r,pts-r,oreb-mr,dreb-r,reb-mr,asts-r,stl-r,blk-mr,pf-mr,fga-b,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
CHEANCA01 ,1998,Calbert,Cheaney,WAS,gp-r,minutes-b,pts-r,oreb-r,dreb-r,reb-r,asts-r,stl-r,blk-r,pf-b,fga-b,fgm-r,fta-r,ftm-mr,tpa-r,tpm-mr,NO
CHILCPE01 ,1998,Pete,Chilcutt,VAN,gp-r,minutes-r,pts-mr,oreb-mr,dreb-r,reb-r,asts-mr,stl-r,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
CHILDCH01 ,1998,Chris,Childs,NYK,gp-r,minutes-b,pts-r,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
CHRISDO01 ,1998,Doug,Christie,TOR,gp-r,minutes-b,pts-b,oreb-r,dreb-b,reb-r,asts-b,stl-b,blk-b,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
CLARKKE01 ,1998,Keon,Clark,DEN,gp-r,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-b,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CLOSSKE01 ,1998,Keith,Closs,LAC,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
COKERJO01 ,1998,John,Coker,WAS,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
COLEMDE01 ,1998,Derrick,Coleman,CHA,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-r,fga-r,fgm-r,fta-b,ftm-b,tpa-r,tpm-mr,NO
COLESBI01 ,1998,Bimbo,Coles,GSW,gp-r,minutes-b,pts-r,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-b,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
CONLOMA01 ,1998,Marty,Conlon,MIA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CORBITY01 ,1998,Tyrone,Corbin,ATL,gp-r,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-mr,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
COTTOJA02 ,1998,James,Cotton,SEA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CRAWFCH01 ,1998,Chris,Crawford,ATL,gp-r,minutes-r,pts-r,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-r,tpm-r,NO
CROSHAU01 ,1998,Austin,Croshere,IND,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-mr,NO
CROTTJO01 ,1998,John,Crotty,POR,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CROTTJO01 ,1998,John,Crotty,SEA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
CROTTJO01 ,1998,John,Crotty,TOT,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
CUMMITE01 ,1998,Terry,Cummings,GSW,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-mr,pf-b,fga-b,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
CUNNIWI01 ,1998,Willi,Cunningham,TOR,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CUNNIWI01 ,1998,Willi,Cunningham,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CUNNIWI01 ,1998,Willi,Cunningham,NJN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CURLEBI01 ,1998,Bill,Curley,MIN,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
CURRYDE01 ,1998,Dell,Curry,MIL,gp-r,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-r,blk-mr,pf-mr,fga-r,fgm-r,fta-mr,ftm-mr,tpa-b,tpm-b,NO
CURRYMI01 ,1998,Michael,Curry,MIL,gp-r,minutes-r,pts-mr,oreb-mr,dreb-r,reb-r,asts-r,stl-b,blk-mr,pf-b,fga-mr,fgm-mr,fta-r,ftm-r,tpa-mr,tpm-mr,NO
DAMPIER01 ,1998,Erick,Dampier,GSW,gp-r,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-b,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
DANIEAN01 ,1998,Antonio,Daniels,SAS,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
DAVIDKO01 ,1998,Kornel,David,CHI,gp-r,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-r,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
DAVISAN01 ,1998,Antonio,Davis,IND,gp-r,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
DAVISBE01 ,1998,Ben,Davis,NYK,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
DAVISDA01 ,1998,Dale,Davis,IND,gp-r,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-mr,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
DAVISHU01 ,1998,Hubert,Davis,DAL,gp-r,minutes-b,pts-r,oreb-mr,dreb-r,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-b,tpm-b,NO
DAVISMA01 ,1998,Mark,Davis,MIA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
DAVISRI01 ,1998,Ricky,Davis,CHA,gp-r,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
DAVISTE01 ,1998,Terry,Davis,WAS,gp-r,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
DECLEAN01 ,1998,Andrew,Declercq,BOS,gp-mr,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
DECLEAN01 ,1998,Andrew,Declercq,CLE,gp-r,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-r,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
DECLEAN01 ,1998,Andrew,Declercq,TOT,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-r,tpa-mr,tpm-mr,NO
DEHERTE01 ,1998,Terry,Dehere,TOT,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
DEHERTE01 ,1998,Terry,Dehere,VAN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
DEHERTE01 ,1998,Terry,Dehere,SAC,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
DELEBI01  ,1998,Bison,Dele,DET,gp-r,minutes-r,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
DELKTO01  ,1998,Tony,Delk,GSW,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-mr,fga-r,fgm-mr,fta-r,ftm-mr,tpa-b,tpm-r,NO
DELNEVI01 ,1998,Vinny,Delnegro,MIL,gp-r,minutes-r,pts-r,oreb-mr,dreb-r,reb-mr,asts-b,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-r,tpm-r,NO
DICKEMI01 ,1998,Michael,Dickerson,HOU,gp-r,minutes-b,pts-b,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-r,fga-b,fgm-b,fta-r,ftm-mr,tpa-b,tpm-b,NO
DIVACVL01 ,1998,Vlade,Divac,SAC,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-r,NO
DOLEAMI01 ,1998,Michael,Doleac,ORL,gp-r,minutes-r,pts-r,oreb-b,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
DOUGLSH01 ,1998,Sherman,Douglas,LAC,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-b,stl-r,blk-mr,pf-mr,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
DREWBR01  ,1998,Bryce,Drew,HOU,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
DUDLECH02 ,1998,Chris,Dudley,NYK,gp-r,minutes-r,pts-mr,oreb-b,dreb-r,reb-r,asts-mr,stl-mr,blk-b,pf-b,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
DUMARJO01 ,1998,Joe,Dumars,DET,gp-r,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-b,stl-r,blk-mr,pf-mr,fga-r,fgm-r,fta-mr,ftm-r,tpa-b,tpm-b,NO
DUNCATI01 ,1998,Tim,Duncan,SAS,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
EDWARBL01 ,1998,Blue,Edwards,MIA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
EISLEHO01 ,1998,Howard,Eisley,UTA,gp-r,minutes-r,pts-r,oreb-mr,dreb-r,reb-mr,asts-b,stl-r,blk-mr,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-r,tpm-b,NO
ELIEMA01  ,1998,Mario,Elie,SAS,gp-r,minutes-b,pts-r,oreb-r,dreb-r,reb-r,asts-r,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-b,tpa-b,tpm-b,NO
ELLIOSE01 ,1998,Sean,Elliott,SAS,gp-r,minutes-b,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-r,blk-r,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
ELLISDA01 ,1998,Dale,Ellis,SEA,gp-r,minutes-b,pts-r,oreb-mr,dreb-r,reb-r,asts-mr,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
ELLISLA01 ,1998,Laphonso,Ellis,ATL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
EVANSBR01 ,1998,Brian,Evans,NJN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
EVANSBR01 ,1998,Brian,Evans,MIN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
EVANSBR01 ,1998,Brian,Evans,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
EWINGPA01 ,1998,Patrick,Ewing,NYK,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
FEICKJA01 ,1998,Jamie,Feick,MIL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
FEICKJA01 ,1998,Jamie,Feick,TOT,gp-r,minutes-r,pts-mr,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
FEICKJA01 ,1998,Jamie,Feick,NJN,gp-r,minutes-r,pts-mr,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
FERREDU01 ,1998,Duane,Ferrell,GSW,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
FERRYDA01 ,1998,Danny,Ferry,CLE,gp-r,minutes-r,pts-r,oreb-mr,dreb-r,reb-mr,asts-mr,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-b,tpm-b,NO
FINLEMI01 ,1998,Michael,Finley,DAL,gp-r,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
